Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,Year,Preformance Index,School Type,White,Asian,Black,Hispanic,AYP Met?
,Cleveland Municipal,043786,Paul L Dunbar Elementary School @ Kentucky,029413,"3805 Terrett Ave Cleveland, OH   44113-2847",2012,74.8,"P,K-8",,,,,Not Met
,Cleveland Municipal,043786,Paul Revere Elementary School,029421,"10706 Sandusky Ave Cleveland, OH   44105-2404",2012,61.7,"P,K-8",,,,,Met
,Kenston Local,047191,Kenston Intermediate School,029439,"17419 Snyder Rd Chagrin Falls, OH   44023-2730",2012,107.60000000000001,4-5,,,,,Met
,Paulding Exempted Village,045575,Paulding Middle School,029447,"405 N Water St Paulding, OH   45879-1251",2012,96.4,6-8,,,,,Met
,Paulding Exempted Village,045575,Paulding High School,029454,"405 N Water St Paulding, OH   45879-1251",2012,99.60000000000001,9-12,,,,,
,Wayne Trace Local,049031,Payne Elementary School,029462,"501 W Townline St Payne, OH   45880-9361",2012,100.60000000000001,"K-6,P",,,,,Met
,Wayne Trace Local,049031,Wayne Trace High School,029470,"4915 US Route 127 Haviland, OH   45851-9738",2012,98.5,7-12,,,,,
,Parma City,044636,Pearl Road Elementary School,029488,"6125 Pearl Rd Parma Heights, OH   44130-3100",2012,97.9,K-6,,,,,Met
,Adams County/Ohio Valley Local,061903,Peebles Elementary School,029520,"700 Indian Dr Peebles, OH   45660",2012,91.9,"K-6,P",,,,,Met
,Adams County/Ohio Valley Local,061903,Peebles High School,029538,"25719 State Route 41 Peebles, OH   45660-8953",2012,94.8,7-12,,,,,
,Eastwood Local,050674,Pemberville Elementary School,029546,"120 W College Ave Pemberville, OH   43450",2012,104.5,K-4,,,,,Met
,Wyoming City,045146,Wyoming Middle School,029553,"17 Wyoming Ave Wyoming, OH   45215-4303",2012,112.10000000000001,5-8,,,,,Met
,Keystone Local,048165,Keystone Elementary School,029561,"PO Box 65 Lagrange, OH   44050-0065",2012,101.5,K-4,,,,,Met
,Campbell City,043703,Campbell Elementary School,029579,"2002 Community Cir Campbell, OH   44405-1482",2012,90.7,K-4,,,,,Met
,Franklin City,044008,Pennyroyal Elementary School,029595,"4203 Pennyroyal Rd Franklin, OH   45005-1143",2012,98.9,1-6,,,,,Met
,Perkins Local,046813,Perkins Middle School,029629,"3700 South Ave Sandusky, OH   44870-6913",2012,97.9,6-8,,,,,Met
,Perkins Local,046813,Perkins High School,029637,"3714 Campbell St Sandusky, OH   44870-7232",2012,101.4,9-12,,,,,
,Akron City,043489,Perkins Middle School,029645,"630 Mull Ave Akron, OH   44313-7508",2012,74.3,6-8,,,,,Met
,Springfield City,044818,Perrin Woods Elementary School,029652,"431 W John St Springfield, OH   45506-3341",2012,76.8,K-6,,,,,Met
,Perry Local,045781,Perry Elementary School,029686,"2770 E Breese Rd Lima, OH   45806-9743",2012,93.3,K-6,,,,,Met
,Perry Local,045781,Perry High School,029694,"2770 E Breese Rd Lima, OH   45806-9743",2012,96.5,7-12,,,,,
,Perry Local,049924,Perry High School,029702,"3737 13th St SW Massillon, OH   44646-3407",2012,105.7,9-12,,,,,
,Perry Local,047902,Perry High School,029710,"1 Success Blvd Perry, OH   44081-9404",2012,107.10000000000001,9-12,,,,,
,Perry Local,047902,Perry Middle School,029728,"2 Learning Ln Perry, OH   44081-9422",2012,104.7,6-8,,,,,Met
,Perrysburg Exempted Village,045583,Perrysburg Junior High School,029736,"550 E South Boundary St Perrysburg, OH   43551-2501",2012,105.3,6-8,,,,,Met
,Perrysburg Exempted Village,045583,Perrysburg High School,029744,"13385 Roachton Rd Perrysburg, OH   43551-1363",2012,109.0,9-12,,,,,
,Loudonville-Perrysville Exempted Village,045468,Perrysville Junior High School,029751,"PO Box 426 Perrysville, OH   44864-0426",2012,91.0,7-8,,,,,Met
,Pettisville Local,047076,Pettisville Elementary School,029785,"PO Box 53001 Pettisville, OH   43553-0001",2012,107.3,K-6,,,,,Met
,Pettisville Local,047076,Pettisville High School,029793,"PO Box 53001 Pettisville, OH   43553-0001",2012,106.7,7-12,,,,,
,Akron City,043489,Pfeiffer Elementary School,029801,"2081 9th St SW Akron, OH   44314-2438",2012,73.8,K-5,,,,,Met
,Marietta City,044321,Phillips Elementary School,029819,"300 Pike St Marietta, OH   45750-3372",2012,94.9,K-5,,,,,Met
,Franklin Local,048843,Philo High School,029843,"4000 Millers Ln Duncan Falls, OH   43734-9750",2012,102.60000000000001,9-12,,,,,
,Logan Elm Local,049080,Pickaway Elementary School,029850,"28158 Kingston Pike Circleville, OH   43113-9741",2012,99.10000000000001,K-6,,,,,Met
,Pickerington Local,046896,Pickerington Elementary School,029868,"775 Long Rd Pickerington, OH   43147-1061",2012,100.4,K-4,,,,,Met
,Pickerington Local,046896,Pickerington High School Central,029876,"300 Opportunity Way Pickerington, OH   43147-1296",2012,103.0,9-12,,,,,
,Toledo City,044909,Pickett Elementary School,029892,"1415 Lawrence Ave Toledo, OH   43607-2042",2012,58.5,K-8,,,,,Met
,Scioto Valley Local,049130,Zahns Middle School,029983,"13806 St Rte 220 Piketon, OH   45661",2012,86.0,4-6,,,,,Met
,Scioto Valley Local,049130,Piketon Jr/Sr High School,029991,"1414 Piketon Rd Piketon, OH   45661-9801",2012,93.10000000000001,7-12,,,,,
,North Olmsted City,044529,Pine  School,030023,"4267 Dover Center Rd North Olmsted, OH   44070-2508",2012,98.8,"P,4-6",,,,,Met
,Perrysburg Exempted Village,045583,Frank Elementary School,030031,"401 W South Boundary St Perrysburg, OH   43551-1741",2012,101.10000000000001,K-5,,,,,Met
,North Central Local,050641,North Central Elementary School,030064,"400 E Baubice St Pioneer, OH   43554-9637",2012,98.9,K-6,,,,,Met
,Piqua City,044644,Piqua High School,030098,"1 Indian Trl Piqua, OH   45356-9257",2012,97.60000000000001,9-12,,,,,
,Southeastern Local,046276,Miami View Elementary School,030106,"230 Clifton Rd South Charleston, OH   45368-9602",2012,101.60000000000001,K-6,,,,,Met
,Jonathan Alder Local,048264,Plain City Elementary School,030130,"340 W Main St Plain City, OH   43064-1198",2012,104.3,K-4,,,,,Met
,New Albany-Plain Local,046995,New Albany Elementary School 4-5,030148,"87 N High St New Albany, OH   43054-8532",2012,103.8,4-5,,,,,Met
,New Albany-Plain Local,046995,New Albany High School,030155,"7600 Fodor Rd New Albany, OH   43054-8738",2012,110.60000000000001,9-12,,,,,
,Pleasant Local,048421,Pleasant Elementary School,030205,"1105 Owens Rd W Marion, OH   43302-8421",2012,99.3,K-5,,,,,Met
,Pleasant Local,048421,Pleasant Middle School,030213,"3507 Smeltzer Rd Marion, OH   43302-8213",2012,102.9,6-8,,,,,Met
,Norwalk City,044560,Pleasant Elementary School,030221,"16 S Pleasant St Norwalk, OH   44857-2015",2012,102.3,2-3,,,,,Met
,Milford Exempted Village,045500,Charles L Seipelt Elementary School,030270,"5684 Cromley Dr Milford, OH   45150-2406",2012,108.60000000000001,K-6,,,,,Met
,Cincinnati City,043752,Pleasant Hill Elementary School,030288,"1350 W North Bend Rd Cincinnati, OH   45224-2606",2012,74.3,"P,K-8",,,,,Met
,Edison Local,047795,Pleasant Hill Elementary School,030296,"129 School St Steubenville, OH   43952-7063",2012,97.60000000000001,"K-6,P",,,,,Met
,Pleasant Local,048421,Pleasant High School,030304,"1101 Owens Rd W Marion, OH   43302-8421",2012,103.4,9-12,,,,,
,Cincinnati City,043752,Pleasant Ridge Montessori School,030312,"5945 Montgomery Rd Cincinnati, OH   45213-1609",2012,76.3,"K-6,P",,,,,Met
,Northwest Local,047365,Pleasant Run Elementary School,030320,"11765 Hamilton Ave Cincinnati, OH   45231-1128",2012,88.7,3-5,,,,,Met
,Parma City,044636,Pleasant Valley Elementary School,030353,"9906 W Pleasant Valley Rd Parma, OH   44130-6009",2012,99.60000000000001,K-6,,,,,Met
,Fairfield Union Local,046870,Pleasantville Elementary School,030395,"300 W. Columbus Street Pleasantville, OH   43148",2012,101.5,K-4,,,,,Met
,Plymouth-Shiloh Local,049460,Plymouth High School,030429,"400 Trux St Plymouth, OH   44865-1099",2012,98.4,9-12,,,,,
,Madison Local,046128,Madison Elementary School,030437,"5795 W Alexandria Rd Middletown, OH   45042-8900",2012,94.60000000000001,K-5,,,,,Met
,Poland Local,048348,Poland Middle School,030445,"47 College St Poland, OH   44514-2008",2012,103.9,7-8,,,,,Met
,Poland Local,048348,Poland Seminary High School,030452,"3199 Dobbins Rd Poland, OH   44514-2327",2012,106.9,9-12,,,,,
,Barberton City,043539,Portage Elementary School,030528,"800 Wooster Rd N Barberton, OH   44203-1661",2012,81.2,K-4,,,,,Met
,Akron City,043489,Portage Path Community Learning Center,030536,"55 S Portage Path Akron, OH   44303-1035",2012,83.3,K-5,,,,,Met
,Portsmouth City,044669,Portsmouth Junior High School/Portsmouth High School,030569,"1225 Gallia St Portsmouth, OH   45662-4216",2012,89.3,7-12,,,,,
,Washington-Nile Local,049650,Portsmouth West High School,030585,"15332 Us Highway 52 West Portsmouth, OH   45663-9093",2012,98.3,9-12,,,,,
,Clark-Shawnee Local,046284,Possum Elementary School,030593,"2589 S Yellow Springs Rd Springfield, OH   45506",2012,97.7,K-5,,,,,Met
,Amherst Exempted Village,045195,Powers Elementary School,030635,"401 Washington St Amherst, OH   44001-1551",2012,106.7,2-3,,,,,Met
,Switzerland of Ohio Local,048652,Powhatan Elementary School,030643,"125 2nd St Powhatan Point, OH   43942-1128",2012,91.10000000000001,"K,1-8,SN",,,,,Met
,South-Western City,044800,Prairie Lincoln Elementary School,030676,"4900 Amesbury Way Columbus, OH   43228-1226",2012,87.8,K-4,,,,,Met
,South-Western City,044800,Prairie Norton Elementary School,030684,"117 Norton Rd Columbus, OH   43228-1713",2012,89.3,K-4,,,,,Met
,Kettering City,044180,Prass Elementary School,030692,"2601 Parklawn Dr Kettering, OH   45440-1251",2012,106.0,K-5,,,,,Met
,Cuyahoga Falls City,043836,Preston Elementary School,030700,"800 Tallmadge Rd Cuyahoga Falls, OH   44221-5016",2012,95.10000000000001,K-5,,,,,Met
,Princeton City,044677,Princeton Community Middle School,030742,"11157 Chester Rd Cincinnati, OH   45246-3803",2012,93.60000000000001,6-8,,,,,Met
,Princeton City,044677,Princeton High School,030759,"11080 Chester Rd Cincinnati, OH   45246-3802",2012,98.4,9-12,,,,,
,Mansfield City,044297,Prospect Elementary School,030775,"485 Gilbert Ave Mansfield, OH   44907-1303",2012,84.2,"K-3,P",,,,,Met
,Elyria City Schools,043943,Prospect Elementary School,030783,"1410 Prospect St Elyria, OH   44035-7160",2012,102.8,K-5,,,,,Met
,East Cleveland City School District,043901,Prospect Elementary School,030791,"1843 Stanwood Rd East Cleveland, OH   44112-2901",2012,79.5,K-6,,,,,Met
,Oberlin City Schools,044594,Prospect Elementary School,030809,"36 S Prospect St Oberlin, OH   44074-1410",2012,91.3,3-5,,,,,Met
,Elgin Local,048413,Elgin South Elementary School,030825,"200 N East St Prospect, OH   43342-9574",2012,92.8,K-6,,,,,Met
,Port Clinton City,044651,Port Clinton Middle School,030833,"110 E 4th St Port Clinton, OH   43452-1901",2012,97.8,6-8,,,,,Met
,Port Clinton City,044651,Port Clinton High School,030841,"821 Jefferson St Port Clinton, OH   43452-2415",2012,105.10000000000001,9-12,,,,,
,Indian Valley Local Schools,050286,Port Washington Elementary School,030866,"PO Box 8 Port Washington, OH   43837-0008",2012,101.4,K-5,,,,,Met
,Blanchester Local,046383,Putman Elementary School,030916,"327 E Baldwin St Blanchester, OH   45107-1203",2012,107.4,"K-3,P",,,,,Met
,Marietta City,044321,Putnam Elementary School,030924,"598 Masonic Park Rd Marietta, OH   45750-1041",2012,101.60000000000001,"K,1-5,SN",,,,,Met
,Pymatuning Valley Local,045880,Pymatuning Valley High School,030932,"PO Box 1180 Andover, OH   44003-1180",2012,96.5,9-12,,,,,
,Cincinnati City,043752,Quebec Heights Elementary School,030957,"2475 White St Cincinnati, OH   45214-1139",2012,66.7,"P,K-8",,,,,Met
,Benton Carroll Salem Local,048926,R C Waters Elementary School,030973,"220 E Ottawa St Oak Harbor, OH   43449-1458",2012,105.0,K-4,,,,,Met
,Buckeye Valley Local,046755,Buckeye Valley North Elementary School,031005,"4230 State Route 203 Radnor, OH   43066-9789",2012,103.5,K-5,,,,,Met
,Garaway Local,050278,Ragersville Elementary School,031021,"2405 Ragersville Rd SW Sugarcreek, OH   44681-8086",2012,109.10000000000001,K-6,,,,,Met
,Greenfield Exempted Village,045401,Rainsboro Elementary School,031039,"12916 Barretts Mill Rd Greenfield, OH   45123-9473",2012,92.0,K-5,,,,,Met
,Waterloo Local,049247,Waterloo Middle School,031054,"1464 Industry Rd Atwater, OH   44201-9349",2012,98.10000000000001,6-8,,,,,Met
,Akron City,043489,Rankin Elementary School,031062,"415 Storer Ave Akron, OH   44320-2012",2012,77.0,K-5,,,,,Met
,Plain Local,049932,Ransom H Barr Elementary School,031070,"2000 47th St NE Canton, OH   44705-2927",2012,103.9,K-4,,,,,Met
,Ravenna City,044685,Ravenna High School,031104,"6589 N Chestnut St Ravenna, OH   44266-3907",2012,95.8,9-12,,,,,
,Cory-Rawson Local,047431,Cory-Rawson Elementary School,031120,"220 S Main St Rawson, OH   45881-9749",2012,99.2,K-4,,,,,Met
,Youngstown City Schools,045161,Youngstown East High School,031138,"474 Bennington Ave Youngstown, OH   44505-3508",2012,69.7,9-12,,,,,
,Toledo City,044909,Raymer Elementary School,031153,"550 Raymer Blvd Toledo, OH   43605-2432",2012,80.8,K-8,,,,,Met
,Marysville Exempted Village,045476,Raymond Elementary School,031179,"21511 Main St Raymond, OH   43067-9721",2012,104.9,K-4,,,,,Met
,Reading Community City,044693,Reading  Community High School,031187,"810 E Columbia Ave Reading, OH   45215-3930",2012,102.2,9-12,,,,,
,Hilliard City,047019,J W Reason Elementary School,031195,"4790 Cemetery Rd Hilliard, OH   43026-1104",2012,99.2,K-5,,,,,Met
,Madison Local,047886,Red Bird Elementary School,031203,"1956 Red Bird Rd Madison, OH   44057-2122",2012,97.4,K-5,,,,,Met
,Avon Lake City,048124,Redwood Elementary School,031211,"32967 Redwood Blvd Avon Lake, OH   44012-1441",2012,111.9,K-4,,,,,Met
,Campbell City,043703,Campbell Middle School,031237,"2002 Community Cir Campbell, OH   44405-1482",2012,95.2,5-7,,,,,Met
,Hubbard Exempted Village,045427,Reed Middle School,031245,"150 Hall Ave Hubbard, OH   44425-2065",2012,99.7,5-8,,,,,Met
,Georgetown Exempted Village,045377,Georgetown Elementary School,031252,"935 Mt Orab Pike Georgetown, OH   45121-9314",2012,95.4,"K-6,P",,,,,Met
,Clark-Shawnee Local,046284,Reid Elementary School,031302,"3640 E High St Springfield, OH   45505-1645",2012,104.9,K-5,,,,,Met
,Salem City,044735,Reilly Elementary School,031328,"491 Reilly Ave Salem, OH   44460-3146",2012,96.9,3-4,,,,,Met
,Galion City,044024,Intermediate Elementary School,031369,"476 Portland Way N Galion, OH   44833-1115",2012,92.5,3-5,,,,,Met
,Parma City,044636,Renwood Elementary School,031377,"8020 Deerfield Dr Parma, OH   44129-4440",2012,98.3,K-6,,,,,Met
,Revere Local,050054,Revere High School,031393,"3420 Everett Rd Richfield, OH   44286-9711",2012,109.60000000000001,9-12,,,,,
,Toledo City,044909,Reynolds Elementary School,031401,"5000 Norwich Rd Toledo, OH   43615-6924",2012,77.0,K-8,,,,,Met
,Reynoldsburg City,047001,Hannah J Ashton Middle School,031427,"1482 Jackson St Reynoldsburg, OH   43068-2637",2012,99.10000000000001,5-6,,,,,Met
,Mentor Exempted Village,045492,Rice Elementary School,031443,"7640 Lake Shore Blvd Mentor, OH   44060-3365",2012,102.9,K-5,,,,,Met
,South-Western City,044800,Richard Avenue Elementary School,031468,"3646 Richard Ave Grove City, OH   43123-2424",2012,100.4,K-4,,,,,Met
,Cuyahoga Falls City,043836,Richardson Elementary School,031476,"2226 23rd St Cuyahoga Falls, OH   44223-1410",2012,102.5,K-5,,,,,Met
,Willard City,045096,Richmond Elementary School,031559,"3565 Section Line Road 30 S Willard, OH   44890-9646",2012,91.10000000000001,3-4,,,,,Met
,Richmond Heights Local,046599,Richmond Heights Elementary School,031575,"447 Richmond Rd Richmond Heights, OH   44143-1429",2012,80.10000000000001,K-6,,,,,Met
,Richmond Heights Local,046599,Richmond Heights Secondary School,031583,"447 Richmond Rd Richmond Heights, OH   44143-1429",2012,86.60000000000001,6-12,,,,,
,Parma City,044636,Ridge-Brook Elementary School,031617,"7915 Manhattan Ave Parma, OH   44129-1840",2012,92.4,K-6,,,,,Met
,Bowling Green City School District,043638,Ridge Elementary School,031625,"225 Ridge St Bowling Green, OH   43402-2417",2012,98.0,K-5,,,,,Met
,Mentor Exempted Village,045492,Ridge Middle School,031641,"7860 Johnnycake Ridge Rd Mentor, OH   44060-5530",2012,101.4,"P,6-8",,,,,Met
,Ridgedale Local,048439,Ridgedale Jr/Sr High School,031666,"3165 Hillman Ford Rd Morral, OH   43337-9302",2012,91.8,6-12,,,,,
,Ridgemont Local,047506,Ridgemont Elementary School,031674,"310 Taylor St W Mount Victory, OH   43340-8803",2012,99.0,K-6,,,,,Met
,Buckeye Local,045856,Ridgeview Elementary School,031682,"3456 Liberty St Ashtabula, OH   44004-5969",2012,101.7,K-5,,,,,Met
,Archbold-Area Local,047043,Archbold Middle School,031690,"306 Stryker St Archbold, OH   43502-3100",2012,105.7,5-8,,,,,Met
,Ridgemont Local,047506,Ridgemont High School,031716,"PO Box 87 Ridgeway, OH   43345-0087",2012,93.8,7-12,,,,,
,Hilliard City,047019,Ridgewood Elementary School,031724,"4237 Dublin Rd Hilliard, OH   43026-2725",2012,101.60000000000001,K-5,,,,,Met
,Ridgewood Local,046474,Ridgewood High School,031732,"602 Johnson St West Lafayette, OH   43845-1129",2012,97.8,8-12,,,,,
,Columbus City School District,043802,Ridgeview Middle School,031740,"4241 Rudy Rd Columbus, OH   43214-2945",2012,96.9,6-8,,,,,Met
,Fostoria City,043992,Fostoria Intermediate Elementary School,031757,"1202 H L Ford Dr Fostoria, OH   44830-4700",2012,89.10000000000001,3-6,,,,,Met
,Akron City,043489,Rimer Community Learning Center,031773,"2370 Manchester Rd Akron, OH   44314-3614",2012,81.5,K-5,,,,,Met
,Gallipolis City,044032,Rio Grande Elementary School,031781,"PO Box 197 Rio Grande, OH   45674-0197",2012,100.7,"K-5,P",,,,,Met
,Ripley-Union-Lewis-Huntington Local,046078,Ripley-Union-Lewis-Huntington High School,031815,"1317 S 2nd St Ripley, OH   45167-8993",2012,93.4,"9-12,PS,SN",,,,,
,Rittman Exempted Village,045591,Rittman High School,031831,"100 Saurer St Rittman, OH   44270-1259",2012,97.9,9-12,,,,,
,Akron City,043489,Ritzman Community Learning Center,031849,"629 Canton Rd Akron, OH   44312-2525",2012,95.8,K-5,,,,,Met
,Switzerland of Ohio Local,048652,River High School,031856,"PO Box 37 Hannibal, OH   43931-0037",2012,94.2,"7-12,PS",,,,,
,River Valley Local,048447,River Valley High School,031872,"4280 Marion Mount Gilead Rd Caledonia, OH   43314-9456",2012,96.3,9-12,,,,,
,River View Local,046482,River View High School,031880,"26496 State Route 60 Warsaw, OH   43844-9714",2012,101.2,9-12,,,,,
,Riverdale Local,047514,Riverdale High School,031898,"20613 State Route 37 Mt Blanchard, OH   45867-9783",2012,104.3,9-12,,,,,
,Riverside Local,048090,Riverside Elementary School,031914,"2096 County Road 24 S De Graff, OH   43318-9406",2012,96.0,K-6,,,,,Met
,Toledo City,044909,Riverside Elementary School,031955,"1111 E Manhattan Blvd Toledo, OH   43608-1447",2012,73.4,K-8,,,,,Met
,Cleveland Municipal,043786,Riverside School,031963,"14601 Montrose Ave Cleveland, OH   44111-1322",2012,100.9,K-8,,,,,Met
,Riverside Local,047894,Riverside Jr/Sr High School,031989,"585 Riverside Dr Painesville, OH   44077-5323",2012,102.60000000000001,8-12,,,,,
,Riverside Local,048090,Riverside High School,031997,"2096 County Road 24 S De Graff, OH   43318-9406",2012,95.7,7-12,,,,,
,Stow-Munroe Falls City School District,044834,Riverview Elementary School,032011,"240 N River Rd Munroe Falls, OH   44262-1312",2012,107.0,K-4,,,,,Met
,Cleveland Municipal,043786,Robert H Jamison School,032060,"4092 E 146th St Cleveland, OH   44128-1826",2012,64.1,"P,K-8",,,,,Met
,Grandview Heights City,044073,Robert Louis Stevenson Elementary School,032078,"1065 Oxley Rd Columbus, OH   43212-3519",2012,109.5,K-3,,,,,Met
,Cincinnati City,043752,Roberts Academy:  A Paideia Learning Community,032086,"1702 Grand Ave Cincinnati, OH   45214-1502",2012,71.10000000000001,"P,K-8",,,,,Met
,Toledo City,044909,Robinson Elementary School,032102,"1075 Horace St Toledo, OH   43606-4859",2012,63.800000000000004,K-8,,,,,Not Met
,Akron City,043489,Robinson Community Learning Center,032110,"1156 4th Ave Akron, OH   44306-1655",2012,77.2,K-6,,,,,Met
